property_id,area_sqft,bedrooms,build_year,city,street_type,furnishing,property_type,has_pool,price,is_price_outlier,price_per_sqft,property_age,area_bucket,is_luxury
704,2521.58,2,2024,Indore,Residential Lane,Semi-Furnished,Apartment,No,546820.0,False,216.86,2,2500-3000,False
705,1834.02,6,2006,Noida,Residential Lane,Furnished,Duplex,No,629517.0,False,343.24,20,1500-2000,False
706,1653.06,4,2010,Jaipur,Gated Society,Furnished,Independent House,No,548043.0,False,331.53,16,1500-2000,False
707,2555.07,7,2013,Gurugram,Gated Society,Semi-Furnished,Independent House,No,789462.0,False,308.98,13,2500-3000,False
708,2549.2,2,1988,Indore,Gated Society,Furnished,Villa,No,741103.0,False,290.72,38,2500-3000,False
709,2089.6,2,2000,Gurugram,Residential Lane,Furnished,Apartment,No,504517.0,False,241.44,26,2000-2500,False
710,2769.43,4,2020,Indore,Main Road,Semi-Furnished,Apartment,No,631711.0,False,228.1,6,2500-3000,False
711,2016.69,6,2022,Kanpur,Main Road,Semi-Furnished,Duplex,No,620077.0,False,307.47,4,2000-2500,False
712,2286.77,6,2010,Noida,Residential Lane,Semi-Furnished,Apartment,No,622814.0,False,272.36,16,2000-2500,False
713,1662.01,7,2024,Noida,Gated Society,Semi-Furnished,Independent House,Yes,647236.0,False,389.43,2,1500-2000,False
714,2141.82,7,2002,Delhi,Corner Plot,Semi-Furnished,Apartment,No,638596.0,False,298.16,24,2000-2500,False
715,2317.99,7,2012,Jaipur,Highway Facing,Unfurnished,Villa,Yes,771495.0,False,332.83,14,2000-2500,False
716,1148.78,5,1999,Prayagraj,Gated Society,Unfurnished,Independent House,No,382053.0,False,332.57,27,1000-1500,False
717,2090.83,3,2022,Noida,Highway Facing,Semi-Furnished,Apartment,No,530276.0,False,253.62,4,2000-2500,False
718,1890.99,3,1998,Gurugram,Main Road,Unfurnished,Independent House,No,540206.0,False,285.67,28,1500-2000,False
719,1849.92,7,2012,Delhi,Gated Society,Semi-Furnished,Duplex,No,701811.0,False,379.37,14,1500-2000,False
720,2154.54,5,2016,Prayagraj,Gated Society,Furnished,Independent House,Yes,708014.0,False,328.61,10,2000-2500,False
721,2305.0,6,2005,Delhi,Highway Facing,Furnished,Apartment,Yes,709247.0,False,307.7,21,2000-2500,False
722,1185.25,6,2001,Kanpur,Corner Plot,Semi-Furnished,Apartment,No,371885.0,False,313.76,25,1000-1500,False
723,2077.84,6,2008,Indore,Highway Facing,Semi-Furnished,Apartment,Yes,561467.0,False,270.22,18,2000-2500,False
724,2266.58,6,2018,Noida,Highway Facing,Unfurnished,Duplex,No,680122.0,False,300.07,8,2000-2500,False
725,1107.92,5,2008,Kanpur,Gated Society,Semi-Furnished,Apartment,No,362466.0,False,327.16,18,1000-1500,False
726,2283.35,3,2021,Jaipur,Corner Plot,Unfurnished,Apartment,No,493058.0,False,215.94,5,2000-2500,False
727,2226.81,7,2012,Lucknow,Residential Lane,Unfurnished,Apartment,Yes,548593.0,False,246.36,14,2000-2500,False
728,1642.65,6,1991,Noida,Highway Facing,Semi-Furnished,Villa,Yes,598037.0,False,364.07,35,1500-2000,False
729,1574.07,3,2009,Lucknow,Main Road,Semi-Furnished,Apartment,No,416493.0,False,264.6,17,1500-2000,False
730,2803.1,5,2005,Kanpur,Main Road,Unfurnished,Independent House,No,632116.0,False,225.51,21,2500-3000,False
731,1441.12,3,1995,Lucknow,Highway Facing,Furnished,Duplex,No,447982.0,False,310.86,31,1000-1500,False
732,2293.96,3,2013,Noida,Corner Plot,Semi-Furnished,Apartment,No,583046.0,False,254.17,13,2000-2500,False
733,2763.08,5,2024,Indore,Highway Facing,Furnished,Apartment,No,678692.0,False,245.63,2,2500-3000,False
734,1584.0,2,1992,Noida,Main Road,Furnished,Apartment,No,431796.0,False,272.6,34,1500-2000,False
735,2132.16,5,2009,Kanpur,Residential Lane,Furnished,Villa,No,656952.0,False,308.12,17,2000-2500,False
736,1800.18,2,2022,Prayagraj,Highway Facing,Furnished,Apartment,No,389902.0,False,216.59,4,1500-2000,False
737,2797.91,2,2000,Delhi,Corner Plot,Furnished,Independent House,No,745298.0,False,266.38,26,2500-3000,False
738,1891.93,7,1997,Delhi,Residential Lane,Semi-Furnished,Apartment,No,567850.0,False,300.14,29,1500-2000,False
739,2629.04,2,2009,Kanpur,Corner Plot,Semi-Furnished,Apartment,No,563730.0,False,214.42,17,2500-3000,False
740,1811.2,7,1988,Lucknow,Highway Facing,Semi-Furnished,Independent House,No,539603.0,False,297.93,38,1500-2000,False
741,2028.76,7,2013,Delhi,Residential Lane,Semi-Furnished,Apartment,No,641477.0,False,316.19,13,2000-2500,False
742,1894.51,3,2010,Delhi,Residential Lane,Unfurnished,Independent House,No,544405.0,False,287.36,16,1500-2000,False
743,2168.15,2,1986,Prayagraj,Residential Lane,Semi-Furnished,Apartment,No,408435.0,False,188.38,40,2000-2500,False
744,2207.69,5,1996,Jaipur,Highway Facing,Semi-Furnished,Independent House,No,559067.0,False,253.24,30,2000-2500,False
745,2531.9,3,1989,Gurugram,Main Road,Semi-Furnished,Duplex,Yes,716318.0,False,282.92,37,2500-3000,False
746,2234.46,7,2023,Noida,Main Road,Semi-Furnished,Independent House,No,741838.0,False,332.0,3,2000-2500,False
747,2102.86,7,2011,Jaipur,Corner Plot,Unfurnished,Independent House,No,579881.0,False,275.76,15,2000-2500,False
748,2078.1,5,2000,Gurugram,Gated Society,Furnished,Independent House,Yes,714204.0,False,343.68,26,2000-2500,False
749,1861.9,2,1999,Noida,Corner Plot,Unfurnished,Independent House,Yes,508792.0,False,273.26,27,1500-2000,False
750,1840.57,5,2019,Indore,Main Road,Furnished,Duplex,No,613071.0,False,333.09,7,1500-2000,False
751,1775.17,3,2006,Noida,Main Road,Semi-Furnished,Villa,No,617943.0,False,348.1,20,1500-2000,False
752,3158.31,2,2013,Kanpur,Highway Facing,Semi-Furnished,Apartment,No,689676.0,False,218.37,13,3000+,False
753,1591.21,4,2018,Noida,Main Road,Furnished,Independent House,Yes,628948.0,False,395.26,8,1500-2000,False
754,1848.15,6,1987,Lucknow,Residential Lane,Unfurnished,Independent House,Yes,520115.0,False,281.42,39,1500-2000,False
755,3242.82,6,2011,Gurugram,Main Road,Unfurnished,Independent House,Yes,879873.0,False,271.33,15,3000+,False
756,2465.83,4,2018,Delhi,Corner Plot,Furnished,Independent House,No,760151.0,False,308.27,8,2000-2500,False
757,3486.52,4,1990,Indore,Residential Lane,Semi-Furnished,Villa,Yes,864560.0,False,247.97,36,3000+,False
758,1918.58,6,1994,Jaipur,Main Road,Unknown,Apartment,No,496056.0,False,258.55,32,1500-2000,False
759,2085.96,3,2001,Jaipur,Main Road,Unfurnished,Villa,No,607344.0,False,291.16,25,2000-2500,False
760,2249.67,5,2020,Prayagraj,Highway Facing,Semi-Furnished,Apartment,No,543179.0,False,241.45,6,2000-2500,False
761,2486.28,4,2015,Kanpur,Gated Society,Semi-Furnished,Apartment,No,613200.0,False,246.63,11,2000-2500,False
762,3130.82,5,1995,Prayagraj,Gated Society,Unfurnished,Independent House,No,736310.0,False,235.18,31,3000+,False
763,2013.62,6,2021,Kanpur,Highway Facing,Unfurnished,Apartment,No,508271.0,False,252.42,5,2000-2500,False
764,2131.64,7,2013,Noida,Highway Facing,Semi-Furnished,Duplex,Yes,714091.0,False,335.0,13,2000-2500,False
765,1136.5,7,1991,Delhi,Main Road,Semi-Furnished,Apartment,No,465512.0,False,409.6,35,1000-1500,False
766,1138.03,6,2021,Lucknow,Highway Facing,Unfurnished,Independent House,No,400108.0,False,351.58,5,1000-1500,False
767,1923.04,6,2020,Prayagraj,Main Road,Furnished,Apartment,No,544436.0,False,283.11,6,1500-2000,False
768,1568.13,5,1990,Prayagraj,Gated Society,Furnished,Independent House,No,497873.0,False,317.49,36,1500-2000,False
769,1129.02,5,2001,Indore,Corner Plot,Semi-Furnished,Duplex,Yes,481231.0,False,426.24,25,1000-1500,False
770,3367.11,3,1999,Noida,Residential Lane,Semi-Furnished,Apartment,No,734398.0,False,218.11,27,3000+,False
771,1661.74,6,2011,Kanpur,Highway Facing,Semi-Furnished,Duplex,No,540625.0,False,325.34,15,1500-2000,False
772,1734.46,7,1996,Prayagraj,Highway Facing,Semi-Furnished,Independent House,No,524265.0,False,302.26,30,1500-2000,False
773,1259.96,4,2018,Gurugram,Corner Plot,Semi-Furnished,Duplex,Yes,556128.0,False,441.39,8,1000-1500,False
774,2618.01,3,2021,Kanpur,Residential Lane,Semi-Furnished,Apartment,Yes,602547.0,False,230.15,5,2500-3000,False
775,2216.91,4,2008,Prayagraj,Highway Facing,Semi-Furnished,Villa,Yes,620314.0,False,279.81,18,2000-2500,False
776,2444.06,4,1996,Jaipur,Highway Facing,Unfurnished,Independent House,No,572811.0,False,234.37,30,2000-2500,False
777,2157.96,5,1994,Kanpur,Highway Facing,Semi-Furnished,Independent House,No,554435.0,False,256.93,32,2000-2500,False
778,2197.03,6,2012,Jaipur,Main Road,Unfurnished,Apartment,No,544181.0,False,247.69,14,2000-2500,False
779,1979.5,3,2024,Gurugram,Residential Lane,Furnished,Apartment,No,573593.0,False,289.77,2,1500-2000,False
780,2439.38,2,2003,Lucknow,Gated Society,Unknown,Villa,No,684385.0,False,280.56,23,2000-2500,False
781,2855.1,3,1985,Delhi,Corner Plot,Furnished,Apartment,Yes,717183.0,False,251.19,41,2500-3000,False
782,1465.28,3,1986,Kanpur,Main Road,Furnished,Duplex,No,451184.0,False,307.92,40,1000-1500,False
783,2812.25,3,2023,Prayagraj,Highway Facing,Furnished,Villa,No,742729.0,False,264.1,3,2500-3000,False
784,1998.41,3,2014,Noida,Residential Lane,Semi-Furnished,Apartment,No,531907.0,False,266.17,12,1500-2000,False
785,1867.16,7,2023,Gurugram,Main Road,Semi-Furnished,Duplex,Yes,730677.0,False,391.33,3,1500-2000,False
786,1843.12,4,2020,Prayagraj,Corner Plot,Semi-Furnished,Apartment,Yes,511734.0,False,277.65,6,1500-2000,False
787,1963.26,2,1990,Kanpur,Gated Society,Semi-Furnished,Duplex,Yes,539480.0,False,274.79,36,1500-2000,False
788,2369.7,6,2001,Kanpur,Gated Society,Semi-Furnished,Duplex,No,679735.0,False,286.84,25,2000-2500,False
789,2108.85,4,1994,Lucknow,Gated Society,Semi-Furnished,Duplex,No,593038.0,False,281.21,32,2000-2500,False
790,2296.35,2,2023,Delhi,Residential Lane,Unknown,Apartment,No,574167.0,False,250.03,3,2000-2500,False
791,2461.57,2,2007,Jaipur,Corner Plot,Semi-Furnished,Villa,Yes,667439.0,False,271.14,19,2000-2500,False
792,1646.96,4,1990,Noida,Main Road,Semi-Furnished,Independent House,Yes,521881.0,False,316.88,36,1500-2000,False
793,3521.66,3,2020,Lucknow,Corner Plot,Semi-Furnished,Apartment,Yes,808756.0,False,229.65,6,3000+,False
794,1263.95,3,2021,Noida,Residential Lane,Furnished,Apartment,No,400808.0,False,317.11,5,1000-1500,False
795,2541.08,5,2004,Delhi,Residential Lane,Unfurnished,Duplex,No,643518.0,False,253.25,22,2500-3000,False
796,2901.24,7,2004,Delhi,Gated Society,Semi-Furnished,Apartment,No,812382.0,False,280.01,22,2500-3000,False
797,2174.56,4,2001,Prayagraj,Highway Facing,Semi-Furnished,Apartment,No,491874.0,False,226.19,25,2000-2500,False
798,3004.37,2,1993,Prayagraj,Gated Society,Furnished,Villa,No,775219.0,False,258.03,33,3000+,False
799,2138.68,6,1985,Kanpur,Residential Lane,Unfurnished,Independent House,Yes,577915.0,False,270.22,41,2000-2500,False
800,3614.6,4,1994,Kanpur,Residential Lane,Unfurnished,Apartment,No,668738.0,False,185.01,32,3000+,False
801,2562.83,6,1992,Prayagraj,Gated Society,Furnished,Duplex,No,693793.0,False,270.71,34,2500-3000,False
802,1494.98,7,1995,Lucknow,Corner Plot,Unfurnished,Apartment,Yes,419352.0,False,280.51,31,1000-1500,False
803,1468.11,6,1990,Noida,Main Road,Semi-Furnished,Independent House,Yes,504057.0,False,343.34,36,1000-1500,False
804,2211.23,7,2009,Indore,Residential Lane,Furnished,Duplex,No,643945.0,False,291.22,17,2000-2500,False
805,1887.45,5,2007,Delhi,Residential Lane,Furnished,Apartment,No,586634.0,False,310.81,19,1500-2000,False
806,1928.71,6,2016,Indore,Highway Facing,Semi-Furnished,Apartment,No,488661.0,False,253.36,10,1500-2000,False
807,2522.74,5,2021,Delhi,Residential Lane,Furnished,Independent House,No,746353.0,False,295.85,5,2500-3000,False
808,1886.33,4,1986,Delhi,Highway Facing,Semi-Furnished,Villa,No,610715.0,False,323.76,40,1500-2000,False
809,2141.82,3,2024,Indore,Residential Lane,Semi-Furnished,Apartment,Yes,567484.0,False,264.95,2,2000-2500,False
810,1477.21,7,2001,Kanpur,Highway Facing,Semi-Furnished,Duplex,No,507577.0,False,343.61,25,1000-1500,False
811,2364.42,4,2005,Lucknow,Corner Plot,Semi-Furnished,Independent House,No,609185.0,False,257.65,21,2000-2500,False
812,1389.31,3,2022,Jaipur,Corner Plot,Furnished,Apartment,No,400557.0,False,288.31,4,1000-1500,False
813,1860.38,5,1986,Kanpur,Gated Society,Unfurnished,Duplex,No,513929.0,False,276.25,40,1500-2000,False
814,2020.33,2,2001,Kanpur,Gated Society,Semi-Furnished,Duplex,No,538305.0,False,266.44,25,2000-2500,False
815,1832.87,4,1992,Prayagraj,Corner Plot,Unfurnished,Independent House,Yes,494298.0,False,269.69,34,1500-2000,False
816,1291.35,7,2017,Lucknow,Residential Lane,Furnished,Apartment,No,429848.0,False,332.87,9,1000-1500,False
817,1973.94,7,1999,Lucknow,Residential Lane,Semi-Furnished,Apartment,No,533298.0,False,270.17,27,1500-2000,False
818,8858.26,4,2013,Delhi,Corner Plot,Unfurnished,Apartment,No,1273974.92,True,143.82,13,3000+,True
819,2290.97,2,1993,Jaipur,Gated Society,Semi-Furnished,Independent House,No,548699.0,False,239.51,33,2000-2500,False
820,2075.09,7,2020,Delhi,Residential Lane,Unfurnished,Apartment,No,609965.0,False,293.95,6,2000-2500,False
821,1968.85,4,1995,Jaipur,Highway Facing,Semi-Furnished,Apartment,No,471386.0,False,239.42,31,1500-2000,False
822,1789.73,4,1993,Jaipur,Residential Lane,Furnished,Independent House,No,487444.0,False,272.36,33,1500-2000,False
823,1989.23,5,2011,Lucknow,Main Road,Semi-Furnished,Villa,No,653213.0,False,328.37,15,1500-2000,False
824,2111.77,4,1988,Lucknow,Highway Facing,Semi-Furnished,Apartment,No,525335.0,False,248.77,38,2000-2500,False
825,3129.05,5,1995,Noida,Corner Plot,Furnished,Duplex,No,861288.0,False,275.26,31,3000+,False
826,2530.43,4,1993,Kanpur,Main Road,Semi-Furnished,Villa,Yes,689816.0,False,272.61,33,2500-3000,False
827,2747.18,3,1998,Noida,Residential Lane,Semi-Furnished,Apartment,No,619009.0,False,225.33,28,2500-3000,False
828,1923.67,6,2008,Jaipur,Highway Facing,Semi-Furnished,Apartment,No,484622.0,False,251.93,18,1500-2000,False
829,2222.68,5,2007,Jaipur,Gated Society,Semi-Furnished,Apartment,No,599370.0,False,269.66,19,2000-2500,False
830,3245.15,2,2010,Jaipur,Corner Plot,Semi-Furnished,Independent House,No,757542.0,False,233.44,16,3000+,False
831,2852.38,3,2011,Lucknow,Corner Plot,Semi-Furnished,Apartment,Yes,695554.0,False,243.85,15,2500-3000,False
832,1592.59,6,2002,Jaipur,Main Road,Unfurnished,Apartment,No,416426.0,False,261.48,24,1500-2000,False
833,1874.65,3,1994,Prayagraj,Corner Plot,Semi-Furnished,Duplex,No,465479.0,False,248.3,32,1500-2000,False
834,1500.98,5,2021,Lucknow,Main Road,Furnished,Independent House,No,517761.0,False,344.95,5,1500-2000,False
835,2348.53,5,2006,Noida,Residential Lane,Semi-Furnished,Apartment,No,589247.0,False,250.9,20,2000-2500,False
836,1684.95,4,2002,Noida,Residential Lane,Unfurnished,Apartment,No,406783.0,False,241.42,24,1500-2000,False
837,2569.27,6,2015,Indore,Main Road,Semi-Furnished,Villa,No,787687.0,False,306.58,11,2500-3000,False
838,2036.97,2,2016,Delhi,Corner Plot,Unfurnished,Duplex,No,568739.0,False,279.21,10,2000-2500,False
839,2632.52,4,1999,Delhi,Gated Society,Semi-Furnished,Apartment,No,689382.0,False,261.87,27,2500-3000,False
840,2199.26,4,1993,Prayagraj,Highway Facing,Semi-Furnished,Apartment,No,503304.0,False,228.85,33,2000-2500,False
841,2141.41,5,2003,Noida,Highway Facing,Furnished,Duplex,No,630502.0,False,294.43,23,2000-2500,False
842,1874.3,5,2013,Lucknow,Gated Society,Unfurnished,Villa,Yes,692626.0,False,369.54,13,1500-2000,False
843,1248.36,2,1990,Gurugram,Highway Facing,Semi-Furnished,Independent House,No,420714.0,False,337.01,36,1000-1500,False
844,2448.1,5,2021,Indore,Residential Lane,Semi-Furnished,Independent House,No,631656.0,False,258.02,5,2000-2500,False
845,2065.37,6,2015,Jaipur,Corner Plot,Unfurnished,Independent House,No,589617.0,False,285.48,11,2000-2500,False
846,1905.44,7,2022,Gurugram,Highway Facing,Furnished,Apartment,No,611146.0,False,320.74,4,1500-2000,False
847,2214.61,7,1997,Prayagraj,Residential Lane,Unfurnished,Duplex,Yes,610625.0,False,275.73,29,2000-2500,False
848,2142.27,2,2013,Noida,Main Road,Unfurnished,Apartment,No,525838.0,False,245.46,13,2000-2500,False
849,2439.43,7,2009,Indore,Corner Plot,Semi-Furnished,Apartment,No,608409.0,False,249.41,17,2000-2500,False
850,2270.75,3,1985,Prayagraj,Main Road,Unfurnished,Apartment,No,450512.0,False,198.4,41,2000-2500,False
851,2043.23,7,2001,Jaipur,Residential Lane,Semi-Furnished,Apartment,Yes,581738.0,False,284.71,25,2000-2500,False
852,1778.11,7,1990,Indore,Gated Society,Furnished,Apartment,Yes,556191.0,False,312.8,36,1500-2000,False
853,1884.25,2,1985,Kanpur,Main Road,Furnished,Apartment,No,419106.0,False,222.43,41,1500-2000,False
854,1514.84,7,1992,Indore,Main Road,Furnished,Duplex,No,546877.0,False,361.01,34,1500-2000,False
855,1803.2,2,2016,Gurugram,Main Road,Semi-Furnished,Apartment,No,499389.0,False,276.95,10,1500-2000,False
856,1413.24,6,2001,Lucknow,Corner Plot,Furnished,Independent House,No,504999.0,False,357.33,25,1000-1500,False
857,831.28,6,1999,Gurugram,Corner Plot,Furnished,Duplex,No,447061.0,False,537.8,27,<1000,False
858,2258.96,2,2008,Kanpur,Corner Plot,Semi-Furnished,Independent House,No,533074.0,False,235.98,18,2000-2500,False
859,1985.15,4,2006,Noida,Highway Facing,Furnished,Independent House,Yes,636029.0,False,320.39,20,1500-2000,False
860,1466.2,4,2005,Jaipur,Corner Plot,Unknown,Independent House,Yes,512052.0,False,349.24,21,1000-1500,False
861,2573.31,5,2001,Kanpur,Highway Facing,Semi-Furnished,Independent House,No,635520.0,False,246.97,25,2500-3000,False
862,2363.6,6,2019,Indore,Gated Society,Furnished,Villa,No,782560.0,False,331.09,7,2000-2500,False
863,2362.38,5,1985,Gurugram,Gated Society,Furnished,Independent House,No,699940.0,False,296.29,41,2000-2500,False
864,2269.95,4,2000,Noida,Residential Lane,Semi-Furnished,Apartment,No,553365.0,False,243.78,26,2000-2500,False
865,1679.78,4,2014,Gurugram,Main Road,Semi-Furnished,Independent House,No,563639.0,False,335.54,12,1500-2000,False
866,2504.46,3,1995,Kanpur,Highway Facing,Furnished,Apartment,No,560917.0,False,223.97,31,2500-3000,False
867,2140.04,7,1998,Gurugram,Highway Facing,Furnished,Apartment,No,634025.0,False,296.27,28,2000-2500,False
868,1584.12,2,2015,Kanpur,Gated Society,Semi-Furnished,Independent House,Yes,511388.0,False,322.82,11,1500-2000,False
869,1049.48,2,2001,Lucknow,Gated Society,Furnished,Villa,Yes,485336.0,False,462.45,25,1000-1500,False
870,3810.0,5,1987,Lucknow,Residential Lane,Semi-Furnished,Apartment,Yes,809701.0,False,212.52,39,3000+,False
871,2492.32,5,1988,Lucknow,Highway Facing,Furnished,Duplex,No,642327.0,False,257.72,38,2000-2500,False
872,1663.45,6,2015,Delhi,Highway Facing,Semi-Furnished,Duplex,No,630978.0,False,379.32,11,1500-2000,False
873,2258.88,2,1998,Delhi,Highway Facing,Unfurnished,Villa,No,657681.0,False,291.15,28,2000-2500,False
874,2392.38,5,2010,Gurugram,Highway Facing,Unfurnished,Duplex,No,691366.0,False,288.99,16,2000-2500,False
875,1386.67,6,2003,Kanpur,Main Road,Unfurnished,Apartment,No,411902.0,False,297.04,23,1000-1500,False
876,1430.51,2,1996,Kanpur,Main Road,Furnished,Apartment,No,330526.0,False,231.05,30,1000-1500,False
877,3132.51,5,1994,Delhi,Gated Society,Semi-Furnished,Apartment,Yes,848126.0,False,270.75,32,3000+,False
878,2098.95,6,2016,Noida,Main Road,Unfurnished,Duplex,Yes,668447.0,False,318.47,10,2000-2500,False
879,2436.01,7,2002,Prayagraj,Main Road,Unfurnished,Apartment,Yes,631611.0,False,259.28,24,2000-2500,False
880,2478.22,3,1989,Prayagraj,Residential Lane,Furnished,Independent House,Yes,645516.0,False,260.48,37,2000-2500,False
881,2480.86,2,2017,Indore,Gated Society,Semi-Furnished,Duplex,Yes,680453.0,False,274.28,9,2000-2500,False
882,2162.59,5,1996,Delhi,Highway Facing,Unknown,Independent House,No,696907.0,False,322.26,30,2000-2500,False
883,2378.64,3,1998,Noida,Main Road,Furnished,Villa,No,726365.0,False,305.37,28,2000-2500,False
884,1299.5,6,2003,Kanpur,Highway Facing,Semi-Furnished,Independent House,No,416729.0,False,320.68,23,1000-1500,False
885,2411.01,2,2009,Gurugram,Corner Plot,Unfurnished,Apartment,No,569403.0,False,236.17,17,2000-2500,False
886,2586.69,4,2007,Noida,Corner Plot,Unfurnished,Independent House,No,652905.0,False,252.41,19,2500-3000,False
887,2656.47,4,1988,Noida,Highway Facing,Semi-Furnished,Apartment,No,597546.0,False,224.94,38,2500-3000,False
888,1758.46,5,2008,Delhi,Corner Plot,Furnished,Apartment,No,521830.0,False,296.75,18,1500-2000,False
889,1559.36,3,2000,Kanpur,Corner Plot,Semi-Furnished,Independent House,Yes,457205.0,False,293.2,26,1500-2000,False
890,2331.92,4,2005,Delhi,Main Road,Semi-Furnished,Independent House,No,692499.0,False,296.97,21,2000-2500,False
891,1479.16,6,2017,Kanpur,Main Road,Unfurnished,Independent House,Yes,493112.0,False,333.37,9,1000-1500,False
892,2716.3,3,2015,Noida,Gated Society,Semi-Furnished,Apartment,No,661917.0,False,243.68,11,2500-3000,False
893,1375.9,7,2009,Kanpur,Highway Facing,Furnished,Independent House,No,511841.0,False,372.0,17,1000-1500,False
894,1852.87,4,2019,Kanpur,Residential Lane,Semi-Furnished,Apartment,No,457032.0,False,246.66,7,1500-2000,False
895,1690.9,4,2020,Indore,Residential Lane,Unfurnished,Villa,Yes,560322.0,False,331.38,6,1500-2000,False
896,2719.79,6,2000,Jaipur,Gated Society,Furnished,Independent House,Yes,795024.0,False,292.31,26,2500-3000,False
897,1415.25,2,1986,Noida,Gated Society,Unfurnished,Independent House,No,417392.0,False,294.92,40,1000-1500,False
898,2480.45,5,1988,Jaipur,Gated Society,Furnished,Villa,Yes,793977.0,False,320.09,38,2000-2500,False
899,2608.95,6,2001,Kanpur,Main Road,Furnished,Independent House,No,707866.0,False,271.32,25,2500-3000,False
900,2036.72,6,1997,Jaipur,Highway Facing,Unfurnished,Independent House,Yes,601560.0,False,295.36,29,2000-2500,False
901,2221.48,6,1997,Indore,Highway Facing,Furnished,Independent House,No,632098.0,False,284.54,29,2000-2500,False
902,3102.57,7,2023,Gurugram,Main Road,Semi-Furnished,Independent House,No,888507.0,False,286.38,3,3000+,False
903,3083.53,4,1987,Jaipur,Main Road,Semi-Furnished,Apartment,No,682270.0,False,221.26,39,3000+,False
904,1870.61,7,1988,Jaipur,Main Road,Furnished,Apartment,No,555865.0,False,297.16,38,1500-2000,False
905,2029.28,6,2007,Noida,Residential Lane,Semi-Furnished,Duplex,Yes,635211.0,False,313.02,19,2000-2500,False
906,2609.95,7,2013,Kanpur,Highway Facing,Semi-Furnished,Independent House,No,695674.0,False,266.55,13,2500-3000,False
907,1924.4,4,1992,Noida,Gated Society,Unfurnished,Apartment,No,510822.0,False,265.44,34,1500-2000,False
908,1876.68,5,2021,Jaipur,Highway Facing,Semi-Furnished,Independent House,Yes,596353.0,False,317.77,5,1500-2000,False
909,2493.81,3,1985,Lucknow,Main Road,Unfurnished,Duplex,Yes,608805.0,False,244.13,41,2000-2500,False
910,3689.65,7,2006,Noida,Residential Lane,Furnished,Independent House,No,963079.0,True,261.02,20,3000+,True
911,2088.25,5,1991,Indore,Highway Facing,Furnished,Independent House,No,554383.0,False,265.48,35,2000-2500,False
912,3227.73,2,2013,Noida,Highway Facing,Furnished,Apartment,No,745818.0,False,231.07,13,3000+,False
913,2215.65,6,1994,Indore,Corner Plot,Unfurnished,Apartment,No,518809.0,False,234.16,32,2000-2500,False
914,2190.89,4,2006,Prayagraj,Main Road,Semi-Furnished,Apartment,No,527060.0,False,240.57,20,2000-2500,False
915,2264.56,4,2019,Kanpur,Main Road,Furnished,Apartment,Yes,620494.0,False,274.0,7,2000-2500,False
916,2598.53,5,2011,Delhi,Main Road,Semi-Furnished,Independent House,Yes,801207.0,False,308.33,15,2500-3000,False
917,1020.53,4,1986,Prayagraj,Highway Facing,Semi-Furnished,Apartment,No,249726.0,True,244.7,40,1000-1500,False
918,1476.95,3,2019,Gurugram,Highway Facing,Furnished,Independent House,No,489544.0,False,331.46,7,1000-1500,False
919,1461.28,7,1985,Kanpur,Main Road,Semi-Furnished,Apartment,Yes,440910.0,False,301.73,41,1000-1500,False
920,2632.57,4,1986,Prayagraj,Highway Facing,Unfurnished,Apartment,No,510047.0,False,193.74,40,2500-3000,False
921,1497.18,5,2024,Prayagraj,Residential Lane,Semi-Furnished,Apartment,No,421508.0,False,281.53,2,1000-1500,False
922,2638.4,5,2015,Prayagraj,Corner Plot,Semi-Furnished,Apartment,Yes,620978.0,False,235.36,11,2500-3000,False
923,2044.3,5,1993,Indore,Highway Facing,Semi-Furnished,Apartment,Yes,500074.0,False,244.62,33,2000-2500,False
924,2732.24,6,2006,Lucknow,Residential Lane,Unknown,Independent House,No,698404.0,False,255.62,20,2500-3000,False
925,1922.89,4,2002,Indore,Main Road,Semi-Furnished,Villa,No,606012.0,False,315.16,24,1500-2000,False
926,1945.31,5,2023,Delhi,Corner Plot,Furnished,Duplex,No,640439.0,False,329.22,3,1500-2000,False
927,1415.69,6,1985,Indore,Main Road,Unfurnished,Apartment,No,378914.0,False,267.65,41,1000-1500,False
928,2518.93,4,1987,Jaipur,Main Road,Semi-Furnished,Villa,No,711065.0,False,282.29,39,2500-3000,False
929,1471.05,6,2022,Lucknow,Corner Plot,Furnished,Apartment,No,431858.0,False,293.57,4,1000-1500,False
930,1753.69,6,2024,Kanpur,Corner Plot,Unfurnished,Independent House,Yes,557210.0,False,317.74,2,1500-2000,False
931,1525.98,4,1997,Kanpur,Residential Lane,Semi-Furnished,Apartment,No,347356.0,False,227.63,29,1500-2000,False
932,2545.01,3,2020,Noida,Highway Facing,Unfurnished,Duplex,Yes,725112.0,False,284.92,6,2500-3000,False
933,2638.26,5,2013,Jaipur,Corner Plot,Unfurnished,Apartment,No,599145.0,False,227.1,13,2500-3000,False
934,2645.82,7,1989,Gurugram,Highway Facing,Furnished,Apartment,Yes,763060.0,False,288.4,37,2500-3000,False
935,2568.29,4,1992,Delhi,Gated Society,Furnished,Apartment,No,715063.0,False,278.42,34,2500-3000,False
936,2009.28,4,1988,Noida,Corner Plot,Semi-Furnished,Apartment,No,496325.0,False,247.02,38,2000-2500,False
937,2085.36,5,2004,Indore,Highway Facing,Furnished,Independent House,No,570302.0,False,273.48,22,2000-2500,False
